Date,Name,Family,Model,"Clock (Mhz)","Bus Width","Power (W)","Feature Size","Num Transistors","Die size",Vdd_low,Vdd_high,"L1.I (per core)","L1.D (per core)","L2 (available per core)","L2 Shared?",L3,hw_nthreadspercore,hw_ncoresperchip,hw_nchips,hw_ncores,basemean.int2006,peakmean.int2006,basemean.fp2006,peakmean.fp2006,basemean.rate.int2006,peakmean.rate.int2006,basemean.rate.fp2006,peakmean.rate.fp2006
2002/11/02,Intel,"Pentium 4",Norwood,3000,,73,0.13,,131,1.5,1.5,12,8,512,,0,1,1,1,1,7.09029153056286,,6.47945327095276,,,,,
2001/05/29,Intel,Itanium,Merced,800,64,130,0.18,25,300,1.65,1.65,16,16,96,,0,1,1,1,1,2.36983547091983,,4.22263178336152,,,,,
2002/07/02,Intel,Itanium,McKinley,1000,,130,0.18,221,421,1.5,1.5,16,16,256,,3072,1,1,1,1,5.18801819309477,,6.99614661153287,,,,,
2004/11/04,Intel,Itanium,Madison,1600,,130,0.13,592,432,1.2,1.2,16,16,256,,9216,1,1,1,1,10.1838875642231,,16.1065786167038,,,,,
2008/04/08,Intel,Atom,"Z series (Silverthorne )",1600,32,2.4,0.045,47,26,1.1,1.1,32,24,512,,0,1,1,1,1,4.1824393581369,,3.45650027836344,,,,,
1992/10/01,DEC,Alpha,21064,200,64,35,0.68,1.7,234,3.3,3.3,8,8,0,,0,1,1,1,1,0.179146786426846,,0.189391690686228,,,,,
1994/06/01,DEC,Alpha,21064A,300,64,28,0.5,2.8,164,3.3,3.3,16,16,0,,0,1,1,1,1,0.338949084178493,,0.3463675381063,,,,,
1995/03/01,DEC,Alpha,21164,300,64,50,0.5,9.67,299,3.3,3.3,8,8,96,,0,1,1,1,1,0.578969817095825,,0.570945952801205,,,,,
1995/10/02,DEC,Alpha,21164,333,64,50,0.5,9.67,299,3.3,3.3,8,8,96,,0,1,1,1,1,0.667518142063422,,0.602415414766626,,,,,
1996/07/08,DEC,Alpha,21164A,500,64,43,0.35,9.67,209,2,2,8,8,96,,0,1,1,1,1,1.02171144193381,,0.917110034420833,,,,,
1997/03/31,DEC,Alpha,21164A,600,64,46,0.35,9.67,209,2,2,8,8,96,,0,1,1,1,1,1.25329936877214,,0.957570771233517,,,,,
1997/03/17,DEC,Alpha,21164PC,533,64,36,0.35,3.5,138,2.5,2.5,16,8,0,,0,1,1,1,1,0.974031574643565,,0.764258362017361,,,,,
1998/07/01,DEC,Alpha,21264,500,64,91,0.35,15.2,314,2.2,2.2,64,64,0,,0,1,1,1,1,1.9919427877191,,2.50625965200923,,,,,
1999/06/01,DEC,Alpha,21264A,667,64,73,0.25,15.2,225,2.1,2.1,64,64,0,,0,1,1,1,1,2.8438025651038,,3.42680525878987,,,,,
2001/02/13,DEC,Alpha,21264B,833,64,65,0.18,15.2,125,1.5,1.5,64,64,0,,0,1,1,1,1,3.6572325780952,,4.65617906913563,,,,,
2003/01/15,DEC,Alpha,"21364 (EV7)",1150,64,155,0.18,152,397,1.5,1.5,64,64,1536,,0,1,1,1,1,5.61715056215323,,8.80160380160586,,,,,
1990/06/01,Cypress,CY7C601,CY7C601,40,32,3,0.8,0.08,64,5,5,0,0,0,,0,1,1,1,1,0.0366704220103779,,0.021547557622984,,,,,
1991/06/01,Fuji,MicroSparc,,50,32,4,0.8,?,225,5,5,4,2,0,,0,1,1,1,1,0.0444082174804576,,0.0198464346527485,,,,,
1994/06/01,Fuji,MicroSparc2,,85,32,?,0.5,2.3,233,3.3,3.3,16,8,0,,0,1,1,1,1,0.109843053086132,,0.051600730097146,,,,,
1995/06/01,Fuji,MicroSparc2,,110,32,9,0.4,,233,3.3,3.3,16,8,0,,0,1,1,1,1,0.132888226551369,,0.0614294405918405,,,,,
1993/06/01,Ross,HyperSparc,,72,32,?,0.8,1.2,135,5,5,8,0,0,,0,1,1,1,1,0.134570356001387,,0.0992321732637423,,,,,
1994/06/01,Ross,HyperSparc,,100,32,?,0.5,1.7,327,3.3,3.3,8,0,0,,0,1,1,1,1,0.188398498401942,,0.120023676233288,,,,,
1995/08/28,Ross,HyperSparc,,150,32,?,0.4,1.7,?,3.3,3.3,8,0,0,,0,1,1,1,1,0.279267794128575,,0.220286233757945,,,,,
1995/10/01,HAL,Sparc64,,118,64,30,0.4,2.7,297,3.3,3.3,4,4,0,,0,1,1,1,1,0.347381890257495,,0.427085555244996,,,,,
1996/09/30,Fujitsu,TurboSparc,,170,64,7,0.35,3,132,3.3,3.3,16,16,0,,0,1,1,1,1,0.238399336451222,,0.134869122708946,,,,,
1999/04/01,Fujitsu,"Sparc64 GP",,272,64,50,0.4,2.7,240,3.3,3.3,4,4,0,,0,1,1,1,1,1.198808091869,,1.21831774180415,,,,,
1998/05/05,Fujitsu,"Sparc64 GP",,360,64,25,0.35,,,2.6,2.6,4,4,0,,0,1,1,1,1,1.09663694767562,,1.05647479455341,,,,,
1999/05/01,Fujitsu,"Sparc64 GP",,450,64,21,0.25,,126,1.9,1.9,4,4,0,,0,1,1,1,1,1.33503628412684,,1.21831774180415,,,,,
1992/06/01,Sun,SuperSparc,,60,32,14.2,0.6,3.1,256,5,5,20,16,0,,0,1,1,1,1,0.149709521051543,,0.0973420366301472,,,,,
1995/06/01,Sun,"SuperSparc II",,90,32,16,0.6,3.1,299,3.3,3.3,20,16,0,,0,1,1,1,1,0.22708747575234,,0.138925042569239,,,,,
1995/11/07,Sun,"UltraSparc I",,200,64,30,0.4,5.2,265,3.3,3.3,16,16,0,,0,1,1,1,1,0.531289949805581,,0.512502666293995,,,,,
1997/01/22,Sun,"UltraSparc II",,250,64,25,0.35,5.4,149,2.6,2.6,16,16,0,,0,1,1,1,1,0.708386599740775,,0.67434561354473,,,,,
2000/09/27,Sun,"UltraSparc III",,900,64,70,0.18,29,210,1.7,1.7,64,32,0,,0,1,1,1,1,2.99111666194476,,2.86259988689206,,,,,
1988/06/01,Mips,R3000,,40,32,4,1.2,0.12,56,5,5,0,0,0,,0,1,1,1,1,0.0469314116554836,,0.0338334457413521,,,,,
1992/06/01,Mips,R4000,,100,64,15,1,1.1,213,5,5,8,8,0,,0,1,1,1,1,0.0992456375510228,,0.0576491673246503,,,,,
1992/06/01,Mips,R4400,,150,64,15,0.6,2.3,186,3.3,3.3,16,16,0,,0,1,1,1,1,0.18335211005189,,0.0916716267293619,,,,,
1994/05/01,Mips,R4400,,200,64,?,0.5,,148,3.3,3.3,16,16,0,,0,1,1,1,1,0.245590899702531,,0.135144769302049,,,,,
1995/07/31,Mips,R4400,,250,64,?,0.35,,108,3.3,3.3,16,16,0,,0,1,1,1,1,0.30278330100312,,0.168222160389963,,,,,
1994/06/01,Mips,R4600,,150,64,3,0.6,1.9,77,3.3,3.3,16,16,0,,0,1,1,1,1,0.191762757301976,,0.0784406702941963,,,,,
1996/01/08,Mips,R5000,,200,64,10,0.35,3.6,84,3.3,3.3,32,32,0,,0,1,1,1,1,0.374627528709064,,0.247260058299734,,,,,
1996/01/18,Mips,R10000,,200,64,30,0.35,6.8,298,3.3,3.3,32,32,0,,0,1,1,1,1,0.776500695869695,,0.858666747913624,,,,,
1998/11/24,Mips,R12000,,300,64,30,0.25,6.9,204,2.5,2.5,32,32,0,,0,1,1,1,1,1.25329936877214,,1.54649927372925,,,,,
1991/06/01,HP,PA-7000,,66,32,?,1,0.58,196,5,5,0,0,0,,0,1,1,1,1,0.0857886019508841,,0.0774956019773987,,,,,
1994/06/01,Hitachi,harp-1,,120,32,?,0.5,2.8,267,3.3,3.3,8,16,0,,0,1,1,1,1,0.117749061501213,,0.113408198015705,,,,,
1992/06/01,HP,PA-7100,,100,32,10,0.8,0.85,202,5,5,0,0,0,,0,1,1,1,1,0.20858405180215,,0.15026586237081,,,,,
1994/06/04,HP,PA-7150,,125,32,10,0.8,0.85,196,5,5,0,0,0,,0,1,1,1,1,0.354193299870387,,0.206799321487051,,,,,
1994/06/01,HP,PA-7200,,120,32,30,0.55,1.26,210,4.4,4.4,0,2,0,,0,1,1,1,1,0.435930215225092,,0.40910300555047,,,,,
1996/09/01,HP,PA-7300LC,,160,32,15,0.5,9,259,3.3,3.3,64,64,0,,0,1,1,1,1,0.531289949805581,,0.341668444195997,,,,,
1996/06/04,HP,PA-8000,,180,64,40,0.5,3.9,345,3.3,3.3,0,0,0,,0,1,1,1,1,0.803746334321264,,0.90811875957357,,,,,
1997/05/01,HP,PA-8200,,220,64,58,0.5,3.8,338,3.3,3.3,0,0,0,,0,1,1,1,1,1.05576848999827,,1.12390935590788,,,,,
1998/09/01,HP,PA-8500,,440,64,42,0.25,140,467,2,2,512,1024,0,,0,1,1,1,1,2.16602825689968,,2.12194086395409,,,,,
2000/11/01,HP,PA-8600,,552,64,53,0.25,140,467,2,2,512,1024,0,,0,1,1,1,1,2.82458768290715,,2.57158869507108,,,,,
2001/05/01,HP,PA-8700,,750,64,42,0.18,186,306,1.65,1.65,768,1536,0,,0,1,1,1,1,3.86219132152611,,3.45056127444872,,,,,
1979/09/01,Motorola,68000,,14,16,,,0.068,44,5,5,0,0,0,,0,1,1,1,1,0.000872934289303988,,0,,,,,
1983/06/01,Motorola,68010,,14,16,1.5,,0.068,44,5,5,0,0,0,,0,1,1,1,1,0.00124704898471998,,0,,,,,
1991/01/15,Motorola,68040,,33,32,6,0.8,1.2,164,5,5,4,4,0,,0,1,1,1,1,0.0588745307506067,,0.0236267079199386,,,,,
1994/04/01,Motorola,68060,,66,32,,0.5,2.4,198,3.3,3.3,8,8,0,,0,1,1,1,1,0.124704898471998,,0,,,,,
1993/04/01,IBM,PowerPC,601,66,32,6.5,0.6,2.8,121,3.6,3.6,32,0,0,,0,1,1,1,1,0.0672851780006934,,0.0567040990078527,,,,,
1995/06/01,IBM,PowerPC,601v,120,32,5.6,0.5,2.8,121,3.3,3.3,32,0,0,,0,1,1,1,1,0.17662359225182,,0.118133539599693,,,,,
1995/02/01,IBM,PowerPC,602,66,32,1.2,0.5,1,50,3.3,3.3,4,4,0,,0,1,1,1,1,0.0672851780006934,,0.0567040990078527,,,,,
1993/09/01,IBM,PowerPC,603,80,32,2.2,0.5,1.6,83,3.3,3.3,8,8,0,,0,1,1,1,1,0.1261597087513,,0.0803308069277914,,,,,
1995/10/01,IBM,PowerPC,603e,100,32,3.5,0.5,2.6,98,3.3,3.3,16,16,0,,0,1,1,1,1,0.20185553400208,,0.0992321732637423,,,,,
1996/05/13,IBM,PowerPC,,200,32,5.5,0.35,2.6,80,2.5,2.5,16,16,0,,0,1,1,1,1,0.361004709483279,,0.179825496945261,,,,,
1997/04/04,IBM,PowerPC,,300,32,3.5,0.25,2.6,42,2.5,2.5,16,16,0,,0,1,1,1,1,0.504044311354013,,0.274233882841524,,,,,
1994/12/01,IBM,PowerPC,604,100,32,14,0.5,3.6,197,2.5,2.5,16,16,0,,0,1,1,1,1,0.245210746064114,,0.143860397556209,,,,,
1996/07/22,IBM,PowerPC,604e,225,32,14,0.5,5.1,148,2.5,2.5,32,32,0,,0,1,1,1,1,0.69476378051499,,0.341668444195997,,,,,
1997/08/01,IBM,PowerPC,,350,32,8,0.25,,47,1.9,1.9,32,32,0,,0,1,1,1,1,0.994465803482241,,0.404607368126838,,,,,
1995/07/01,IBM,PowerPC,620,133,64,30,0.5,7,311,3.3,3.3,32,32,0,,0,1,1,1,1,0.408684576773524,,0.269738245417892,,,,,
1998/10/01,IBM,PowerPC,630,200,64,?,0.25,,270,2.5,2.5,32,64,0,,0,1,1,1,1,0.899106068901752,,1.35318686451309,,,,,
1997/08/04,IBM,PowerPC,740,266,32,8,0.29,6.4,67,2.6,2.6,32,32,0,,0,1,1,1,1,0.783312105482587,,0.310198982230576,,,,,
1998/10/04,IBM,PowerPC,750,400,32,8,0.25,6.4,40,2.6,2.6,32,32,0,,0,1,1,1,1,1.30779064567528,,0.588928502495731,,,,,
1999/08/05,IBM,PowerPC,7400,500,32,6,0.22,10.5,83,1.8,1.8,32,32,0,,0,1,1,1,1,1.4576416571589,,0.917110034420833,,,,,
2001/07/18,IBM,PowerPC,7450,733,32,23,0.18,33,106,1.8,1.8,32,32,256,,0,1,1,1,1,2.18646248573835,,1.07445734424794,,,,,
2004/06/26,IBM,Power5,,1900,64,100,0.13,276,389,1.2,1.2,32,32,1925,yes,0,2,2,1,2,8.95413510363765,,15.2988740843028,,,,,
1997/05/30,Cyrix,M2,,188,32,13,0.35,6.5,197,2.9,2.9,32,32,0,,0,1,1,1,1,0.347381890257495,,0.121382210438051,,,,,
1997/04/02,AMD,K6,,233,32,17,0.35,8.8,157,3.3,3.3,32,32,0,,0,1,1,1,1,0.46317585367666,,0.170834222097998,,,,,
1998/04/07,AMD,K6,,300,32,9.5,0.25,,68,3.3,3.3,32,32,0,,0,1,1,1,1,0.551724178644257,,0.220286233757945,,,,,
1998/05/28,AMD,K6-2,,333,32,11.4,0.25,9.3,81,2.4,2.4,32,32,0,,0,1,1,1,1,0.647083913224746,,0.29221643253605,,,,,
1998/11/16,AMD,K6-2,,400,32,13.6,0.25,,81,2.4,2.4,32,32,0,,0,1,1,1,1,0.776500695869695,,0.35065971904326,,,,,
1999/02/22,AMD,K6-III,,450,32,17.1,0.25,21.3,135,2.4,2.4,32,32,256,,0,1,1,1,1,1.04214567077249,,0.472041929481311,,,,,
1999/06/23,AMD,K7,,600,32,45,0.25,22,184,1.8,1.8,64,64,0,,0,1,1,1,1,1.87313764354532,,0.998031508046201,,,,,
1999/11/29,AMD,K7,,750,32,35,0.18,22,102,1.8,1.8,64,64,0,,0,1,1,1,1,2.24095376264149,,1.19134391726236,,,,,
2000/05/06,AMD,"Athlon Thunderbird",,1000,32,49,0.18,37,120,1.8,1.8,64,64,256,,0,1,1,1,1,2.67727358606619,,1.90642025662313,,,,,
2001/06/06,AMD,"Athlon Thunderbird",,1400,32,56,0.18,,120,1.8,1.8,64,64,256,,0,1,1,1,1,3.54834824564754,,2.72006379293892,,,,,
2002/06/02,AMD,"Athlon XP",,1800,32,62,0.13,37.2,85,1.5,1.5,64,64,256,,0,1,1,1,1,4.72686102037524,,3.70593844278142,,,,,
2003/02/03,AMD,"Athlon XP",,2160,32,74,0.13,54.3,101,1.5,1.5,64,64,512,,0,1,1,1,1,6.37293592855469,,5.1609944018863,,,,,
2004/06/01,AMD,"Athlon 64",FX-55,2600,64,89,0.13,105.9,193,1.5,1.5,64,64,1024,,0,1,1,1,1,11.874797197528,,10.58330497602,,,,,
2005/06/05,AMD,"Athlon 64",FX-57,2800,64,85,0.09,114,115,1.4,1.4,128,128,1024,,0,1,1,1,1,11.9260368833858,,12.388762166093,,,,,
2006/06/06,AMD,"Athlon 64",5000,2600,64,65,0.065,154,126,1.25,1.35,64,64,512,no,0,1,2,1,2,10.3247967003318,,9.81123446710721,,,,,
2003/04/03,AMD,Opteron,144,1800,64,89,0.13,105.9,193,1.55,1.55,64,64,1024,,0,1,1,1,1,7.49380405669245,,7.23964577203613,,,,,
