Date,Name,Family,Model,"Clock (Mhz)","Bus Width","Power (W)","Feature Size","Num Transistors","Die size",Vdd_low,Vdd_high,"L1.I (per core)","L1.D (per core)","L2 (available per core)","L2 Shared?",L3,hw_nthreadspercore,hw_ncoresperchip,hw_nchips,hw_ncores,basemean.int2006,peakmean.int2006,basemean.fp2006,peakmean.fp2006,basemean.rate.int2006,peakmean.rate.int2006,basemean.rate.fp2006,peakmean.rate.fp2006
2006/01/10,AMD,"Athlon 64",FX-60,2600,64,110,0.09,233,199,1.3,1.35,32,32,1024,no,0,1,2,1,2,10.1,NA,NA,NA,17.5,NA,NA,NA
,AMD,"Athlon 64",FX-62,2800,64,125,0.09,243,220,1.3,1.35,32,32,1024,no,0,1,2,1,2,11.4,NA,10.3,NA,21.8,NA,18.8,NA
2007/02/20,AMD,"Athlon X2",6000,3000,64,125,0.09,227,220,1.3,1.35,64,64,1024,no,0,1,2,1,2,12.9,13.7,13,13.2,23.7,24.7,20.6,21
2007/08/20,AMD,"Athlon X2",6400,3200,64,125,0.09,227,230,1.35,1.4,64,64,1024,no,0,1,2,1,2,14.3,15.1,13.8,14.1,26.6,27.7,22.2,22.7
2008/12/01,AMD,"Athlon X2",7550,2500,64,95,0.065,450,285,1.05,1.325,64,64,512,no,2048,1,2,1,2,13.1,13.8,13.8,13.9,23.8,24.8,21.8,22.3
2008/12/01,AMD,"Athlon X2",7750,2700,64,95,0.065,463,285,1.05,1.325,64,64,512,no,2048,1,2,1,2,14.2,15,14.3,14.4,25.1,26.2,22.4,22.9
2003/09/09,AMD,Opteron,146,2000,64,89,0.13,106,193,1.4,1.5,64,64,1024,,0,1,1,1,1,9.02,NA,NA,NA,NA,NA,NA,NA
,AMD,Opteron,254,2800,64,92.6,0.09,106,115,1.35,1.4,64,64,1024,,0,1,1,1,1,11.1,12.4,12.1,13,NA,NA,NA,NA
,AMD,Opteron,256,3000,64,92.6,0.09,106,115,1.35,1.4,64,64,1024,,0,1,1,1,1,11.9,13.3,12.7,13.2,NA,NA,NA,NA
,AMD,Opteron,890,2800,64,95,0.09,233,199,1.3,1.35,64,64,1024,no,0,1,2,1,2,12.6,13.9,12.7,13.5,22.6,25.2,20.4,21.5
2006/08/15,AMD,Opteron,1218,2600,64,103,0.09,227.4,230,1.3,1.35,64,64,1024,no,0,1,2,1,2,NA,NA,NA,NA,17.3,NA,14.8,NA
2008/04/01,AMD,Opteron,1352,2100,64,95,0.065,463,,,1.2,64,64,512,no,2048,1,4,1,4,NA,NA,NA,NA,41.4,50.6,41.6,46.3
2008/04/01,AMD,Opteron,1354,2200,64,95,0.065,463,,,1.2,64,64,512,no,2048,1,4,1,4,NA,NA,NA,NA,42.6,52.3,42.8,47.5
2008/04/01,AMD,Opteron,1356,2300,64,95,0.065,463,,,1.2,64,64,512,no,2048,1,4,1,4,NA,NA,NA,NA,44.3,54.4,44,49
2006/08/15,AMD,Opteron,2210,1800,64,95,0.09,227.4,230,1.3,1.35,64,64,1024,no,0,1,2,1,2,NA,NA,NA,NA,17.3,19.1,17.6,18.6
2006/08/15,AMD,Opteron,2212,2000,64,95,0.09,227.4,230,1.3,1.35,64,64,1024,no,0,1,2,1,2,NA,NA,NA,NA,19.2,21.2,19.5,20.5
2006/08/15,AMD,Opteron,2214,2200,64,95,0.09,227.4,230,1.3,1.35,64,64,1024,no,0,1,2,1,2,NA,NA,NA,NA,20.4,22.6,20.5,21.7
2006/08/15,AMD,Opteron,2216,2400,64,95,0.09,227.4,230,1.3,1.35,64,64,1024,no,0,1,2,1,2,NA,NA,NA,NA,21.6,24,21.4,22.5
2006/08/15,AMD,Opteron,2218,2600,64,95,0.09,227.4,230,1.3,1.35,64,64,1024,no,0,1,2,1,2,NA,NA,NA,NA,23.3,25.9,23.1,24.4
2007/02/01,AMD,Opteron,2220,2800,64,95,0.09,227.4,230,1.3,1.35,64,64,1024,no,0,1,2,1,2,12.7,14,13.2,16.6,24.3,27,23.6,25
2007/08/05,AMD,Opteron,2222,3000,64,95,0.09,227.4,230,1.3,1.35,64,64,1024,no,0,1,2,1,2,14.5,15.5,14.8,15.1,27.7,30.7,26.1,28.2
2007/09/10,AMD,Opteron,2350,2000,64,95,0.065,463,285,,1.2,64,64,512,no,2048,1,4,1,4,NA,NA,NA,NA,40.9,47.1,37.7,41.3
2008/04/09,AMD,Opteron,2356,2300,64,95,0.065,463,285,,1.2,64,64,512,no,2048,1,4,1,4,NA,NA,NA,NA,45.7,52.4,41.3,45.2
2008/11/13,AMD,Opteron,2384,2700,64,115,0.045,,,,1.35,64,64,512,no,6144,1,4,1,4,17.5,21.1,19.5,21.7,57.1,68.8,53.3,59.7
2009/04/22,AMD,Opteron,2389,2900,64,115,0.045,,,,1.325,64,64,512,no,6144,1,4,1,4,NA,NA,NA,NA,61.4,72.5,54.8,60.4
2009/06/02,AMD,Opteron,2435,2600,64,115,0.045,904,346,,1.3,64,64,512,no,6144,1,6,1,6,18.1,21.2,22.1,24.1,82.1,104,65.2,72.2
2006/08/15,AMD,Opteron,"2220 SE",2800,64,119,0.09,,,1.325,1.375,64,64,1024,no,0,1,2,1,2,12.7,14,NA,NA,24.1,26.7,NA,NA
2007/04/23,AMD,Opteron,"2222 SE",3000,64,119,0.09,,,1.325,1.375,64,64,1024,no,0,1,2,1,2,13.5,14.9,14.3,15.2,24.3,27.1,NA,NA
2008/04/01,AMD,Opteron,"2360 SE",2500,64,119,0.065,463,285,,,64,64,512,no,2048,1,4,1,4,NA,NA,NA,NA,48,56.4,43.4,48.2
2009/07/13,AMD,Opteron,"2439 SE",2800,64,137,0.045,,,,1.3,64,64,512,no,6144,1,6,1,6,NA,NA,NA,NA,86,109,67.2,74.4
2009/02/09,AMD,"Phenom II X3",710,2600,64,95,0.045,758,258,0.875,1.425,64,64,512,no,6144,1,3,1,3,15.1,16,16,16.2,37.9,39.1,31.7,32.4
2009/02/09,AMD,"Phenom II X3",720,2800,64,95,0.045,758,258,0.875,1.425,64,64,512,no,6144,1,3,1,3,16,17,16.7,17,39.7,41.2,33,33.7
2009/02/09,AMD,"Phenom II X4",805,2500,64,95,0.045,758,258,0.875,1.425,64,64,512,no,4096,1,4,1,4,14.5,15.4,15.6,15.8,43.7,44.9,36.5,37.2
2009/02/09,AMD,"Phenom II X4",810,2600,64,95,0.045,758,258,0.875,1.425,64,64,512,no,4096,1,4,1,4,14.7,15.6,15.9,16.2,44.5,45.7,37.2,37.9
2009/02/09,AMD,"Phenom II X4",910,2600,64,95,0.045,758,258,0.875,1.425,64,64,512,no,6144,1,4,1,4,15.2,16.1,16.3,16.5,45.2,46.7,37.7,38.5
2009/01/08,AMD,"Phenom II X4",920,2800,64,125,0.045,758,258,0.875,1.425,64,64,512,no,6144,1,4,1,4,15.8,16.7,17,17.2,48.1,49.6,39.7,40.5
2009/05/01,AMD,"Phenom II X4",925,2800,64,95,0.045,758,258,0.85,1.425,64,64,512,no,6144,1,4,1,4,16,17,17,17.2,47.5,48.9,39,39.8
2009/01/08,AMD,"Phenom II X4",940,3000,64,125,0.045,758,258,0.875,1.425,64,64,512,no,6144,1,4,1,4,16.4,17.3,NA,NA,51.9,53.5,41.6,42.4
2009/11/11,AMD,"Phenom II X4",955,3200,64,125,0.045,758,258,0.85,1.4,64,64,512,no,6144,1,4,1,4,17.6,18.6,18.4,18.6,51.9,53.4,41.8,42.6
2008/04/23,AMD,"Phenom X3",8750,2400,64,95,0.065,463,283,1.2,1.25,64,64,512,no,2048,1,3,1,3,12.7,13.4,14,14.2,33.3,34.3,28.9,29.6
2008/03/27,AMD,"Phenom X4",9750,2400,64,95,0.065,463,283,1.15,1.25,64,64,512,no,2048,1,4,1,4,12.6,13.2,14.2,14.4,42.2,43.3,35.1,35.9
2008/07/01,AMD,"Phenom X4",9850,2500,64,125,0.065,463,283,1.2,1.3,64,64,512,no,2048,1,4,1,4,13.2,13.8,14.8,14.9,43.9,45.1,36.2,37
2008/07/01,AMD,"Phenom X4",9950,2600,64,140,0.065,463,283,1.25,1.3,64,64,512,no,2048,1,4,1,4,13.4,14,15.1,15.3,44.9,46.1,36.9,37.8
2008/07/01,AMD,"Phenom X4",9350e,2000,64,65,0.065,463,283,1.075,1.125,64,64,512,no,2048,1,4,1,4,10.9,11.4,12.7,12.8,37.6,38.5,31.9,32.6
2007/05/21,IBM,Power6,595,5000,64,160,0.065,790,341,,,64,64,4096,no,0,1,2,1,1,NA,NA,20.1,24.9,NA,NA,NA,NA
2007/05/21,IBM,Power6,,3500,64,160,0.065,790,341,,,64,64,4096,no,0,1,2,1,1,13.3,16.2,13.6,16.5,NA,NA,NA,NA
2007/05/21,IBM,Power6,,3800,64,160,0.065,790,341,,,64,64,4096,no,0,1,2,1,1,13.6,16.1,14.2,17.9,NA,NA,NA,NA
2007/05/21,IBM,Power6,,3800,64,160,0.065,790,341,,,64,64,4096,no,0,2,2,1,2,NA,NA,NA,NA,41.2,45.9,36.2,42.5
2007/05/21,IBM,Power6,,4200,64,160,0.065,790,341,,,64,64,4096,no,0,1,1,1,1,15.8,19.2,16.3,19.6,NA,NA,NA,NA
2007/05/21,IBM,Power6,,4200,64,160,0.065,790,341,,,64,64,4096,no,0,2,2,1,2,NA,NA,NA,NA,41.2,45.4,35.7,40.5
2007/05/21,IBM,Power6,575,4700,64,160,0.065,790,341,,,64,64,4096,no,0,1,2,1,1,17.8,21.7,18.7,22.5,NA,NA,NA,NA
2007/05/21,IBM,Power6,575,4700,64,160,0.065,790,341,,,64,64,4096,no,0,2,2,1,2,NA,NA,NA,NA,53.2,60.9,51.5,58
2010/02/01,IBM,Power7,710,3550,64,200,0.045,1200,567,,,32,32,256,no,32768,4,8,1,8,NA,NA,NA,NA,255,289,229,248
2010/02/01,IBM,Power7,710,3700,64,200,0.045,1200,567,,,32,32,256,no,24576,4,6,1,6,NA,NA,NA,NA,210,239,198,213
2006/09/01,Intel,Celeron,440,2000,64,35,0.065,105,77,1.05,1.3,32,32,512,,0,1,1,1,1,11.1,11.7,11.4,11.5,NA,NA,NA,NA
,Intel,Celeron,445,1860,64,65,0.065,105,77,1.05,1.3,32,32,512,,0,1,1,1,1,10.9,12.3,11.1,11.6,10.9,12.3,11.1,11.6
2010/01/07,Intel,Celeron,G1101,2260,64,73,0.032,,,0.65,1.4,32,32,256,no,2048,1,2,1,2,18.7,20.2,22.1,23,32.3,35.8,34.6,35.9
2008/09/01,Intel,Celeron,"M 723",1200,64,10,0.045,410,107,1.05,1.15,32,32,1024,,0,1,1,1,1,NA,NA,NA,NA,9,NA,8.9,NA
2007/01/27,Intel,"Core 2 Duo",E4300,1800,64,65,0.065,167,111,0.85,1.5,32,32,2048,yes,0,1,2,1,2,11.4,NA,NA,NA,19.8,NA,NA,NA
2007/07/22,Intel,"Core 2 Duo",E4500,2200,64,65,0.065,167,111,0.85,1.5,32,32,2048,yes,0,1,2,1,2,NA,NA,NA,NA,25,28,22.7,23.8
2007/10/21,Intel,"Core 2 Duo",E4600,2400,64,65,0.065,167,111,1.162,1.312,32,32,2048,yes,0,1,2,1,2,15.6,17.7,15.6,16.5,26.4,29.5,23.5,24.8
2006/07/27,Intel,"Core 2 Duo",E6300,1860,64,65,0.065,291,143,0.85,1.5,32,32,2048,yes,0,1,2,1,2,12.3,NA,11.6,NA,21.4,NA,19.6,NA
,Intel,"Core 2 Duo",E6305,1860,64,65,0.065,,,,,32,32,2048,yes,0,1,2,1,2,12.8,14.7,12.8,13.6,21.5,24.6,19.3,19.5
2006/07/27,Intel,"Core 2 Duo",E6400,2130,64,65,0.065,291,143,0.85,1.5,32,32,2048,yes,0,1,2,1,2,13.6,NA,12.8,NA,23.4,NA,21.3,NA
,Intel,"Core 2 Duo",E6405,2130,64,65,0.065,,,,,32,32,2048,yes,0,1,2,1,2,14.1,16.3,13.9,14.8,23.3,26.8,20.7,20.9
2006/07/27,Intel,"Core 2 Duo",E6600,2400,64,65,0.065,291,143,0.85,1.5,32,32,4096,yes,0,1,2,1,2,15.8,NA,14.5,NA,27.1,NA,23.7,NA
2006/07/27,Intel,"Core 2 Duo",E6700,2670,64,65,0.065,291,143,0.85,1.5,32,32,4096,yes,0,1,2,1,2,17.9,20,16.3,16.9,30,33.5,25.5,26.2
2007/07/22,Intel,"Core 2 Duo",E6750,2670,64,65,0.065,291,143,0.85,1.5,32,32,4096,yes,0,1,2,1,2,18.3,20.5,17.1,17.7,31.5,35.3,27.7,28.4
2007/07/22,Intel,"Core 2 Duo",E6850,3000,64,65,0.065,291,143,0.85,1.5,32,32,4096,yes,0,1,2,1,2,21.3,23,19.9,20.6,37,39.2,31.2,32.5
2008/04/20,Intel,"Core 2 Duo",E7200,2530,64,65,0.045,420,107,0.85,1.3625,32,32,3072,yes,0,1,2,1,2,19.6,21.4,17.6,18.2,34.2,35.7,26.7,28.2
2008/08/10,Intel,"Core 2 Duo",E7300,2670,64,65,0.045,420,107,0.85,1.3625,32,32,3072,yes,0,1,2,1,2,20.4,22.3,18.2,18.8,35.4,37,27.3,28.2
2008/10/19,Intel,"Core 2 Duo",E7400,2800,64,65,0.045,420,107,0.85,1.3625,32,32,3072,yes,0,1,2,1,2,21.4,23.8,20.7,21.5,37.6,40,30.1,30.9
2009/01/18,Intel,"Core 2 Duo",E7500,2930,64,65,0.045,420,107,0.85,1.3625,32,32,3072,yes,0,1,2,1,2,NA,NA,NA,NA,34.2,35.9,NA,NA
2009/05/31,Intel,"Core 2 Duo",E7600,3060,64,65,0.045,420,107,0.85,1.3625,32,32,3072,yes,0,1,2,1,2,22.5,24.4,20.1,20.6,38.8,40.4,29.5,30.5
2008/01/20,Intel,"Core 2 Duo",E8200,2670,64,65,0.045,410,107,0.85,1.3625,32,32,6144,yes,0,1,2,1,2,21.9,23.9,19.2,19.8,39,40.9,29.1,30.7
2008/01/20,Intel,"Core 2 Duo",E8400,3000,64,65,0.045,410,107,0.85,1.3625,32,32,6144,yes,0,1,2,1,2,24.2,26.3,20.9,21.5,42.5,44.7,31,32.7
2008/01/20,Intel,"Core 2 Duo",E8500,3160,64,65,0.045,410,107,0.85,1.3625,32,32,6144,yes,0,1,2,1,2,25.6,27.9,21.9,22.6,44.9,47.3,32.5,34.2
2008/08/10,Intel,"Core 2 Duo",E8600,3330,64,65,0.045,410,107,0.85,1.3625,32,32,6144,yes,0,1,2,1,2,27,28.7,24.5,25.4,47.1,49.1,36.9,38
2008/06/13,Intel,"Core 2 Duo",P8400,2230,64,25,0.045,410,107,1,1.25,32,32,3072,yes,0,1,2,1,2,17.1,18.5,16.1,16.7,28.3,30.2,23.2,23.9
2008/03/10,Intel,"Core 2 Duo",Q9300,2500,64,95,0.045,456,164,0.85,1.3625,32,32,3072,yes,0,1,4,1,4,17.5,19.3,16.9,17.5,50.6,53.6,38.8,40
2008/03/25,Intel,"Core 2 Duo",Q9450,2670,64,95,0.045,456,164,0.85,1.3625,32,32,6144,yes,0,1,4,1,4,19.7,22.4,18.6,19.2,58.4,65.2,41.1,42.7
2008/03/25,Intel,"Core 2 Duo",Q9550,2830,64,95,0.045,456,164,0.85,1.3625,32,32,6144,yes,0,1,4,1,4,20.6,23.5,19.4,20,61,68,42.6,44.5
2008/09/01,Intel,"Core 2 Duo",SU9400,1400,64,10,0.045,410,107,1.05,1.15,32,32,3072,yes,0,1,2,1,2,NA,NA,NA,NA,21.5,NA,17.4,NA
2008/05/09,Intel,"Core 2 Duo",T7100,1800,64,35,0.065,291,143,0.9,1.175,32,32,2048,yes,0,1,2,1,2,12.1,NA,11.2,NA,19.3,NA,17.6,NA
2006/08/28,Intel,"Core 2 Duo",T7400,2160,64,34,0.065,291,143,1.0375,1.3,32,32,4096,yes,0,1,2,1,2,14,16.2,12.5,13.2,22,25.2,18.9,18.3
2006/08/28,Intel,"Core 2 Duo",T7600,2330,64,34,0.065,291,143,1.0375,1.3,32,32,4096,yes,0,1,2,1,2,14.4,16.2,13,13.5,23.9,26.8,19.9,20.4
2007/05/09,Intel,"Core 2 Duo",T7700,2400,64,35,0.065,291,143,1.0375,1.3,32,32,4096,yes,0,1,2,1,2,16.6,17.6,15.4,15.6,27,28.2,22.4,22.6
2007/09/02,Intel,"Core 2 Duo",T7800,2600,64,35,0.065,291,143,1.0375,1.3,32,32,4096,yes,0,1,2,1,2,17.5,19.2,15.7,16.2,26.8,28.8,21.4,21.7
2008/07/14,Intel,"Core 2 Duo",T9400,2530,64,35,0.045,410,107,1.05,1.162,32,32,6144,yes,0,1,2,1,2,19.7,22,18,18.7,34.6,37,25.7,26.7
2008/01/06,Intel,"Core 2 Duo",T9500,2600,64,35,0.045,410,107,1.062,1.15,32,32,6144,yes,0,1,2,1,2,18.8,20.7,17.4,18.4,31.5,33.2,25,26.3
2009/04/28,Intel,"Core 2 Duo",T9900,3060,64,35,0.045,410,107,1.05,1.2125,32,32,6144,yes,0,1,2,1,2,23.7,26.1,20.5,21.2,39.9,42.6,29.7,31.2
2007/07/16,Intel,"Core 2 Extreme",X7800,2600,64,44,0.065,291,143,1.0375,1.3,32,32,4096,yes,0,1,2,1,2,16.4,18.3,14.7,15.2,26.8,30,22.4,23
2007/07/16,Intel,"Core 2 Extreme",QX6850,3000,64,130,0.065,582,286,1.1,1.372,32,32,4096,yes,0,1,4,1,4,21.6,23.6,20.4,21.2,64.9,69.1,48.1,49.4
2008/08/19,Intel,"Core 2 Extreme",QX9300,2530,64,45,0.045,820,214,1.05,1.175,32,32,6144,yes,0,1,4,1,4,20.1,23.3,19.8,21,58.3,63.8,43.2,45.5
2007/11/11,Intel,"Core 2 Extreme",QX9650,3000,64,130,0.045,820,214,0.85,1.3625,32,32,6144,yes,0,1,4,1,4,22.3,25.5,21.4,22.3,69,76.7,49.9,52
2008/03/24,Intel,"Core 2 Extreme",QX9770,3200,64,136,0.045,820,214,0.85,1.3625,32,32,6144,yes,0,1,4,1,4,27.3,29.7,25.4,26.5,83.1,88.5,55.1,56.6
2006/07/27,Intel,"Core 2 Extreme",X6800,2930,64,75,0.065,291,143,0.85,1.5,32,32,4096,yes,0,1,2,1,2,18.5,20.2,17.3,17.7,49.7,52.9,36.3,37.1
2007/08/22,Intel,"Core 2 Extreme",X7900,2800,64,44,0.065,291,143,1.0375,1.3,32,32,4096,yes,0,1,2,1,2,19.3,21,17.8,18.7,33.1,35,26,27.4
2008/01/07,Intel,"Core 2 Extreme",X9000,2800,64,44,0.045,410,107,1.062,1.15,32,32,6144,yes,0,1,2,1,2,19,20.7,16.8,17.4,32.2,34.5,24.6,26
2007/01/07,Intel,"Core 2 Quad",Q6600,2400,64,105,0.065,582,286,1.1,1.372,32,32,4096,yes,0,1,4,1,4,16.5,18.5,15.4,16,NA,NA,NA,NA
2007/04/20,Intel,"Core 2 Quad",Q6700,2670,64,105,0.065,582,286,1.1,1.372,32,32,4096,yes,0,1,4,1,4,18.6,20.8,17.8,19.1,53.9,58.2,39.1,40.8
2008/08/31,Intel,"Core 2 Quad",Q8200,2330,64,95,0.045,456,164,0.85,1.3625,32,32,4096,yes,0,1,4,1,4,18.3,20,17.7,18.3,54,55.6,38.2,39.2
2008/11/30,Intel,"Core 2 Quad",Q8300,2500,64,95,0.045,456,164,0.85,1.3625,32,32,2048,yes,0,1,4,1,4,19.4,21.2,18.6,19.2,56.3,58.3,39.9,40.7
2009/04/19,Intel,"Core 2 Quad",Q8400,2670,64,95,0.045,456,164,0.85,1.3625,32,32,2048,yes,0,1,4,1,4,20,22,19.3,19.9,57.9,59.4,40.7,41.1
2008/08/10,Intel,"Core 2 Quad",Q9400,2670,64,95,0.045,456,164,0.85,1.3625,32,32,3072,yes,0,1,4,1,4,20.9,22.9,19.5,20.1,60.9,63.6,41.3,42
2008/03/25,Intel,"Core 2 Quad",Q9450,2670,64,95,0.045,820,214,0.85,1.3625,32,32,6144,yes,0,1,4,1,4,23.2,25.5,21.7,22.4,73.5,78.1,50,52
2008/03/25,Intel,"Core 2 Quad",Q9550,2830,64,95,0.045,820,214,0.85,1.3625,32,32,6144,yes,0,1,4,1,4,24.4,26.8,22.6,23.3,76.6,81.4,51.5,53.5
2008/08/10,Intel,"Core 2 Quad",Q9650,3000,64,95,0.045,820,214,0.85,1.3625,32,32,6144,yes,0,1,4,1,4,25.6,28.1,23.5,24.3,79.6,84.7,52.8,55
2007/04/09,Intel,"Core 2 Quad",QX6800,2930,64,130,0.065,582,286,1.1,1.372,32,32,4096,yes,0,1,4,1,4,20.2,22.1,18.3,18.8,56.2,59.8,39.2,40.2
2009/04/01,Intel,"Core 2 Solo",SU3500,1400,64,5.5,0.045,410,107,1.05,1.15,32,32,3072,,0,1,1,1,1,NA,NA,NA,NA,11.7,NA,10.3,NA
2006/01/05,Intel,"Core Duo",T2400,1830,32,31,0.065,151,90,0.762,1.3,32,32,2048,yes,0,1,2,1,2,9.9,NA,8.48,NA,16.7,NA,14.2,NA
2006/01/05,Intel,"Core Duo",T2600,2160,32,31,0.065,151,90,0.762,1.3,32,32,2048,yes,0,1,2,1,2,11.7,12.7,9.91,10.1,19.1,20.8,15.9,16.2
2006/06/28,Intel,"Core Duo",T2700,2330,32,31,0.065,151,90,0.762,1.3,32,32,2048,yes,0,1,2,1,2,12,13.1,10.5,10.9,19.7,20.8,16.4,16.6
2010/01/07,Intel,"Core i3",530,2930,64,73,0.032,382,81,0.65,1.4,32,32,256,no,4096,2,2,1,2,25.5,27.8,28.6,30,56.9,61.3,49.3,50.8
2010/01/07,Intel,"Core i3",540,3060,64,73,0.032,382,81,0.65,1.4,32,32,256,no,4096,2,2,1,2,26.4,28.8,29.6,31,58.7,63.2,50.4,52.2
2010/05/30,Intel,"Core i3",550,3200,64,73,0.032,382,81,0.65,1.4,32,32,256,no,4096,1,2,1,2,28.1,30.7,30.8,32.2,61.3,64.7,51.5,53.5
2010/08/29,Intel,"Core i3",560,3330,64,73,0.032,382,81,0.65,1.4,32,32,256,no,4096,1,2,1,2,28.9,31.6,31.6,33,63.1,66.7,52.6,54.5
2010/01/07,Intel,"Core i5",650,3200,64,73,0.032,382,81,0.65,1.4,32,32,256,no,4096,1,2,1,2,28.9,31.7,32,33.7,63.3,67.9,53,54.5
2010/01/07,Intel,"Core i5",660,3330,64,73,0.032,382,81,0.65,1.4,32,32,256,no,4096,1,2,1,2,29.7,32.6,32.8,34.6,65,69.8,54,55.5
2010/01/07,Intel,"Core i5",661,3330,64,87,0.032,382,81,0.65,1.4,32,32,256,no,4096,2,2,1,2,28.5,30,29.9,31.5,60.1,62.6,50.7,51.9
2010/01/07,Intel,"Core i5",670,3460,64,73,0.032,382,81,0.65,1.4,32,32,256,no,4096,1,2,1,2,30.5,33.5,33.5,35.3,66.6,71.4,55.1,56.7
2010/04/18,Intel,"Core i5",680,3600,64,73,0.032,382,81,0.65,1.4,32,32,256,no,4096,1,2,1,2,32.2,35.4,34.8,36.5,69.4,74.1,56.5,57.9
2009/09/08,Intel,"Core i5",750,2670,64,95,0.045,774,296,0.65,1.4,32,32,256,no,8192,1,4,1,4,30.5,33.6,34.8,37.1,92.4,99.2,77.1,79.5
2010/01/07,Intel,"Core i5",520E,2400,64,35,0.032,381,81,0.775,1.4,32,32,256,no,3072,2,2,1,2,20,21.8,22.7,23.8,46.3,50.1,40,41.6
2009/09/08,Intel,"Core i7",860,2800,64,95,0.045,774,296,0.65,1.4,32,32,256,no,8192,1,4,1,4,32.3,35.7,36.3,38.9,113,121,85.2,87.7
2009/09/08,Intel,"Core i7",870,2930,64,95,0.045,774,296,0.65,1.4,32,32,256,no,8192,1,4,1,4,33.6,36.8,37.9,40,119,127,87.1,90.1
2008/11/17,Intel,"Core i7",920,2670,64,130,0.045,731,263,0.8,1.375,32,32,256,no,8192,2,4,1,4,28.2,29.5,30.8,32.1,104,109,79.6,81.6
2008/11/17,Intel,"Core i7",940,2930,64,130,0.045,731,263,0.8,1.375,32,32,256,no,8192,2,4,1,4,27.8,30.8,29.5,31.3,108,116,79.2,82.3
2009/05/31,Intel,"Core i7",950,3060,64,130,0.045,731,263,0.8,1.375,32,32,256,no,8192,2,4,1,4,29.1,32.1,30.6,32.4,112,120,81.3,84.4
2008/11/17,Intel,"Core i7",965,3200,64,130,0.045,731,263,0.8,1.375,32,32,256,no,8192,2,4,1,4,32.5,36,33.6,35.7,122,130,84.7,88.3
2009/05/31,Intel,"Core i7",975,3330,64,130,0.045,731,263,0.8,1.375,32,32,256,no,8192,2,4,1,4,31.6,34.9,32.9,34.8,121,128,85.2,88.5
2010/01/07,Intel,"Core i7",610E,2530,64,35,0.032,382,81,0.775,1.4,32,32,256,no,4096,2,2,1,2,21.6,23.5,24.1,25.2,49.2,53,41.8,43.4
2008/10/01,Intel,"Core i7",965X,3200,64,130,0.045,731,263,0.8,1.375,32,32,256,no,8192,2,4,1,4,32.1,35.6,38.5,39.7,126,135,99.1,102
2010/03/16,Intel,"Core i7",980X,3330,64,130,0.032,1170,248,0.8,1.375,32,32,256,no,12288,2,6,1,6,35.5,37.2,38.4,40.2,164,173,112,115
2007/10/01,Intel,"Itanium 2",9120N,1400,64,104,0.09,1720,596,,,16,16,256,no,12288,1,2,1,2,12.2,13.2,15.2,15.9,NA,NA,NA,NA
2007/10/01,Intel,"Itanium 2",9150N,1600,64,104,0.09,1720,596,,,16,16,256,no,24576,1,2,1,2,14.5,15.7,17.3,18.1,NA,NA,NA,NA
2007/10/01,Intel,"Itanium 2",9152M,1660,64,104,0.09,1720,596,,,16,16,256,no,18432,1,2,1,2,15.7,17,19.9,20.4,NA,NA,NA,NA
2007/06/03,Intel,Pentium,E2140,1600,64,65,0.065,105,77,1.162,1.312,32,32,1024,yes,0,1,2,1,2,NA,NA,NA,NA,18.3,20.7,18,18.8
2007/06/03,Intel,Pentium,E2160,1800,64,65,0.065,105,77,1.162,1.312,32,32,1024,yes,0,1,2,1,2,NA,NA,NA,NA,20.1,22.5,19.8,20.6
